ItemStemID,ItemStemLanguage,Respondent,ItemStemContentID,ItemStemFullText,ItemStemSource
386,7,2,4,Lastani häiritsevät hänen mielessään olevat pahat tai typerät ajatukset tai kuvat,
387,7,2,21,Lapsellani on nukkumisvaikeuksia,
388,7,2,46,"Lapseni on huolissaan, että pärjää huonosti koulussa",
389,7,2,42,"Lapseni on huolissaan, että jotain kamalaa tapahtuu jollekin perheenjäsenelle",
390,7,2,29,"Lapsestani tuntuu yhtäkkiä ilman syytä, ettei hän saa henkeä",
391,7,2,17,Lapseni ruokahalussa on ongelmia,
392,7,2,23,"Lapseni täytyy jatkuvasti tarkistaa, että hän on tehnyt asiat oikein (esim. sammuttanut valot tai lukinnut oven)",
393,7,2,24,Lastani pelottaa nukkua yksin,
394,7,2,32,"Lapsellani on vaikeuksia mennä kouluun aamuisin, koska häntä hermostuttaa tai pelottaa",
395,7,2,16,Lapsellani ei ole energiaa asioiden tekemiseen,
396,7,2,41,"Lastani huolestuttaa, että hän vaikuttaa typerältä",
397,7,2,13,Lapseni on todella väsynyt,
398,7,2,39,"Lapseni on huolissaan, että hänelle tapahtuu pahoja asioita",
399,7,2,6,Lapseni ei näytä saavan pahoja tai typeriä ajatuksia pois päästään,
400,7,2,34,"Kun lapsellani on jokin ongelma, hänen sydämensä lyö todella nopeasti",
401,7,2,5,Lapseni ei pysty ajattelemaan selkeästi,
402,7,2,30,Lapseni alkaa yhtäkkiä ilman syytä vapista tai täristä,
403,7,2,43,"Lapseni on huolissaan, että hänelle tapahtuu jotain pahaa",
404,7,2,33,"Kun lapsellani on jokin ongelma, hän tuntee olonsa täriseväksi",
405,7,2,15,Lapseni tuntee olonsa arvottomaksi,
406,7,2,36,Virheiden tekeminen huolestuttaa lastani,
407,7,2,20,"Lapseni täytyy ajatella erityisiä ajatuksia (esim. numeroita tai sanoja), ettei pahoja asioita tapahtuisi",
408,7,2,44,"Lastani huolestuttaa, mitä muut ihmiset ajattelevat hänestä",
409,7,2,1,"Lastani pelottaa paikoissa, joissa on paljon ihmisiä (esim. ostoskeskukset, elokuvateatterit, bussit, vilkkaat leikkipuistot)",
410,7,2,28,Lapseni on yhtäkkiä todella peloissaan ilman mitään syytä,
411,7,2,38,"Lastani huolestuttaa, mitä tulee tapahtumaan",
412,7,2,27,Lastani huimaa tai pyörryttää yhtäkkiä ilman syytä,
413,7,2,31,Lapseni ajattelee kuolemaa,
414,7,2,3,Lastani pelottaa puhua luokan edessä,
415,7,2,22,Lapseni sydän alkaa yhtäkkiä lyödä liian nopeasti ilman syytä,
416,7,2,9,"Lapsestani tuntuu, ettei hän halua liikkua",
417,7,2,47,"Lapseni on huolissaan, että häntä alkaa yhtäkkiä pelottaa, vaikkei ole mitään pelättävää",
418,7,2,19,"Lapseni täytyy tehdä joitain asioita uudelleen ja uudelleen (esim. pestä käsiä, siivota tai järjestellä tavaroita tiettyyn järjestykseen)",
419,7,2,2,Lastani pelottaa että hän nolaa itsensä ihmisten edessä,
420,7,2,18,"Lapseni täytyy tehdä joitain asioita juuri oikealla tavalla, ettei pahoja asioita tapahtuisi",
421,7,2,40,Lapseni on huolissaan iltaisin nukkumaan mennessään,
422,7,2,25,"Lastani pelottaisi, jos hän joutuisi olemaan yötä poissa kotoa",
423,7,2,11,Lapseni tuntee olonsa levottoma,
424,10,2,37,Το παιδί μου ανησυχεί για πολλά και διάφορα πράγματα.,
425,10,2,12,Το παιδί μου είναι λυπημένο ή έχει ένα αίσθημα κενού.,
426,10,2,35,"Όταν το παιδί μου έχει κάποιο πρόβλημα, νιώθει ενοχλήσεις στο στομάχι του.",
427,10,2,45,Το παιδί μου ανησυχεί όταν νομίζει ότι δεν τα πήγε σε κάτι καλά.,
428,10,2,7,Το παιδί μου φοβάται να μείνει μόνο του στο σπίτι.,
429,10,2,10,Το παιδί μου δεν χαίρεται ή δεν διασκεδάζει με τίποτα πια.,
430,10,2,26,Το παιδί μου φοβάται όταν πρόκειται να γράψει διαγώνισμα.,
431,10,2,14,Το παιδί μου ανησυχεί όταν νομίζει ότι κάποιος είναι θυμωμένος μαζί του.,
432,10,2,8,Το παιδί μου ανησυχεί όταν βρίσκεται μακριά μου.,
433,10,2,4,Το παιδί μου ενοχλείται από κακές ή ανόητες σκέψεις ή εικόνες που έρχονται στο μυαλό του.,
434,10,2,21,Το παιδί μου δυσκολεύεται να κοιμηθεί.,
435,10,2,46,Το παιδί μου ανησυχεί ότι θα τα πάει άσχημα στα μαθήματα.,
436,10,2,42,Το παιδί μου ανησυχεί μήπως κάτι κακό θα συμβεί σε μέλος της οικογένειάς μας.,
437,10,2,29,"Το παιδί μου, ξαφνικά και χωρίς λόγο, αισθάνεται ότι δεν μπορεί να αναπνεύσει.",
438,10,2,17,Το παιδί μου έχει προβλήματα με την όρεξή του για φαγητό.,
439,10,2,23,Το παιδί μου έχει την ανάγκη να ελέγχει ξανά και ξανά ότι έχει κάνει κάποια πράγματα σωστά (όπως ότι έχει κλείσει το διακόπτη ή έχει κλειδώσει την πόρτα).,
440,10,2,24,Το παιδί μου φοβάται να κοιμηθεί μόνο του.,
441,10,2,32,Το παιδί μου δυσκολεύεται το πρωί να πάει στο σχολείο επειδή αγχώνεται ή φοβάται.,
442,10,2,16,Το παιδί μου δεν έχει ενέργεια για δραστηριότητες.,
443,10,2,41,Το παιδί μου ανησυχεί για το αν φαίνεται χαζό ή ανόητο.,
444,10,2,13,Το παιδί μου αισθάνεται πολύ κουρασμένο.,
445,10,2,39,Το παιδί μου ανησυχεί ότι θα του συμβούν άσχημα πράγματα.,
446,10,2,6,Το παιδί μου δεν μπορεί να διώξει από το μυαλό του κάποιες κακές ή ανόητες σκέψεις που κάνει.,
447,10,2,34,"Όταν το παιδί μου έχει κάποιο πρόβλημα, η καρδιά του χτυπάει πολύ γρήγορα (νιώθει ταχυπαλμίες).",
448,10,2,5,Το παιδί μου δεν μπορεί να σκεφτεί καθαρά.,
449,10,2,30,"Το παιδί μου, ξαφνικά και χωρίς λόγο, αρχίζει να τρέμει.",
450,10,2,43,Το παιδί μου ανησυχεί μήπως του συμβεί κάτι κακό.,
451,10,2,33,Όταν το παιδί μου έχει κάποιο πρόβλημα ταράζεται (νιώθει τρέμουλο).,
452,10,2,15,Το παιδί μου αισθάνεται ότι δεν αξίζει τίποτα.,
453,10,2,36,Το παιδί μου ανησυχεί μήπως κάνει λάθη.,
454,10,2,20,"Το παιδί μου κάνει κάποιες συγκεκριμένες σκέψεις (π.χ. σκέφτεται κάποιους αριθμούς ή λέξεις), για να μη συμβεί κάτι κακό.",
455,10,2,44,Το παιδί μου ανησυχεί για το τί σκέφτονται οι άλλοι για το ίδιο.,
456,10,2,1,"Το παιδί μου φοβάται να βρίσκεται σε μέρη με πολύ κόσμο (π.χ. σε εμπορικά κέντρα, κινηματογράφους, λεωφορεία, πολυσύχναστες παιδικές χαρές).",
457,10,2,28,"Το παιδί μου, ξαφνικά και χωρίς λόγο, αισθάνεται πολύ τρομαγμένο.",
458,10,2,38,Το παιδί μου ανησυχεί για το τι πρόκειται να συμβεί.,
459,10,2,27,"Το παιδί μου, ξαφνικά και χωρίς λόγο, ζαλίζεται ή έχει τάση για λιποθυμία.",
460,10,2,31,Το παιδί μου σκέφτεται το θάνατο.,
461,10,2,3,Το παιδί μου φοβάται όταν πρέπει να μιλήσει μπροστά σε όλη την τάξη του.,
462,10,2,22,"Η καρδιά του παιδιού μου, ξαφνικά και χωρίς λόγο, αρχίζει να χτυπάει πολύ γρήγορα.",
463,10,2,9,Το παιδί μου αισθάνεται σαν να μην έχει ενέργεια ή να μη θέλει να κινηθεί.,
464,10,2,47,Το παιδί μου ανησυχεί μήπως τρομάξει ξαφνικά χωρίς να υπάρχει λόγος.,
465,10,2,19,"Το παιδί μου αισθάνεται την ανάγκη να κάνει κάποια πράγματα ξανά και ξανά (π.χ. να πλένει τα χέρια του, να ταχτοποιεί τα πράγματα του σε ορισμένη σειρά).",
466,10,2,2,Το παιδί μου φοβάται μήπως γίνει ρεζίλι μπροστά σε κόσμο.,
467,10,2,18,Το παιδί μου αισθάνεται την ανάγκη να κάνει κάποια πράγματα με συγκεκριμένο τρόπο για να μη συμβεί κάτι κακό.,
468,10,2,40,Το παιδί μου ανησυχεί όταν πηγαίνει για ύπνο το βράδυ.,
469,10,2,25,Το παιδί μου θα φοβόταν να διανυκτερεύσει εκτός σπιτιού.,
470,10,2,11,Το παιδί μου φαίνεται ανήσυχο.,
471,2,1,37,أنا أقلق بشأن الاحداث,
472,2,1,12,شعر بالحزن أو الفراغ,
473,2,1,35,عندما أواجه مشكلة أحس بشعور غريب في معدتي,
474,2,1,45,أنا أقلق عندما أظن أنني قد فعلت شئً سيئا,
475,2,1,7,أنا أحس بالخوف عندما أكون بروحي في البيت,
476,2,1,10,أحس ان ما في شي يسعدني بالمرة,
477,2,1,26,أشعر بالخوف لما يكون عندي اختبار,
478,2,1,14,أشعر بالقلق عندما أظن ان في أحد غاضب مني,
479,2,1,8,أنا أقلق عندما أكون بعيدا عن والدي,
480,2,1,4,أشعر بالضيق من الأفكار او الصور السيئة او السخيفة التي في بالي,
481,2,1,21,عندي مشكلة في النوم,
482,2,1,46,يقلقني انني سأعمل بشكل سيئ في واجباتي المدرسية,
483,2,1,42,أشعر ان شي مو زين راح يحصل لشخص في عائلتي,
484,2,1,29,أشعر فجأة وكأنني لا أستطيع التنفس حتى بدون سبب,
485,2,1,17,عندي مشاكل في شهية الطعام,
486,2,1,23,"يجب أن استمر في التأكد من انني قد فعلت أشياء صحيحة، مثلا، ان المفتاح مغلق أو ان الباب مقفل",
487,2,1,24,أحس بالخوف إذا اضطررت للنوم بروحي,
488,2,1,32,عندي مشكلة في الذهاب الي المدرسة في الصباح لأني أشعر بالتوتر أو الخوف,
489,2,1,16,ليس لدي طاقة لعمل أي شيء,
490,2,1,41,خاف انني قد أبدو أحمقا,
491,2,1,13,أنا دائما أشعر بالتعب,
492,2,1,39,انا أخاف ان يصير لي أشياء مو زينة,
493,2,1,6,ما أقدر اتخلص من الأفكار السيئة او السخيفة,
494,2,1,34,لما أواجه مشكله قلبي ينبض بسرعة كبيرة,
495,2,1,5,ما أقدر أفكر بوضوح,
496,2,1,30,فجأة ابدأ بالارتجاف او الاهتزاز عندما لا يكون هناك سببا لذلك,
497,2,1,43,أخاف ان يحدث لي شيئً سيئا,
498,2,1,33,عندما أواجه مشكلة اشعر بالارتجاف,
499,2,1,15,عندما أواجه مشكلة اشعر بالارتجاف,
500,2,1,36,انا قلق بشأن ارتكاب الأخطاء,
501,2,1,20,دائما أفكر في الكلمات او الأرقام التي سأقولها لمنع حدوث شيء سيء,
502,2,1,44,يقلقني تفكير الاخرين تجاهي,
503,2,1,1,"اخشي ان أكون في أماكن مزدحمة مثل مراكز التسوق والأفلام، الحافلات والملاعب المزدحمة",
504,2,1,28,فجأة أحس بالخوف من غير سبب,
505,2,1,38,أنا قلق بشأن ما سيحدث,
506,2,1,27,فجأة أشعر بدوخة او اغماء من غير سبب,
507,2,1,31,انا أفكر بالموت,
508,2,1,3,أحس بالخوف إذا اضطررت أني أتكلم امام طلاب الصف,
509,2,1,22,يبدأ قلبي فجأة بالنبض بسرعة بدون سبب,
510,2,1,9,أشعر انني لا اريد ان اتحرك,
511,2,1,47,يقلقني أني سأشعر فجأة بالخوف عندما لا يكون هناك شي يخيفني,
512,2,1,19,"بجب أن أقوم ببعض الأشياء مراراً وتكراراً، مثل غسل يدي، او التنظيف، او وضع الأشياء بترتيب معين",
513,2,1,2,أحس بالخوف من انني راح أبدو مغفل امام الناس,
514,2,1,18,يجب على ان افعل الأشياء بطريقة صحيحة لمنع حدوث أشياء سيئة,
515,2,1,40,أنا اقلق عندما اذهب للفراش ليلا,
516,2,1,25,أحس بالخوف إذا اضطررت الي الابتعاد عن المنزل طوال الليل,
517,2,1,11,أشعر بالأرق,
518,3,1,37,我焦虑不安。,
519,3,1,12,我感觉空虚或悲伤。,
520,3,1,35,"我有问题时 , 会肚子不舒服。",
521,3,1,45,"我一想到什么事情做得不好的话 , 
我就忧心重重。",
522,3,1,7,我怕一人在家。,
523,3,1,10,什么都不再那么好玩了。,
524,3,1,26,"考试的时候 , 我提心掉胆的。",
525,3,1,14,"我一想到有人跟我生气时 , 
我就担心。",
526,3,1,8,我怕和我父母分开。,
527,3,1,4,"我头脑里的蠢念头或图像 , 
或者不好的念头或图像令我困扰。",
528,3,1,21,我睡眠有问题。,
529,3,1,46,我担心读不好书。,
530,3,1,42,我担心有什么可怕的事会发生在我家人的身上。,
531,3,1,29,"无缘无故的 , 我突然感觉几乎不能呼吸。",
532,3,1,17,我胃口有问题。,
533,3,1,23,"我必须常常重复检查检事情是否做好了 , 
比如说开关是否关了或者门是否锁了。",
534,3,1,24,我怕一个人睡觉。,
535,3,1,32,早上上学时有些困难因为我会感觉紧张或害怕。,
536,3,1,16,我没有力气。,
537,3,1,41,我担心我看上去傻里傻气。,
538,3,1,13,我常常觉得疲倦。,
539,3,1,39,我担忧坏事会发生在我身上。,
540,3,1,6,我不能摆脱坏念头或愚蠢的念头。,
541,3,1,34,"有麻烦时 , 我的 心跳起来很快。",
542,3,1,5,我不能清楚地思考。,
543,3,1,30,"无缘无故的 , 我突然开始发抖。",
544,3,1,43,我担忧不好的 事会发生在我身上。,
545,3,1,33,"有麻烦时 , 我感觉颤抖不稳。",
546,3,1,15,我感觉无用。,
547,3,1,36,担心犯错误。,
548,3,1,20,"我必须默想特殊的想法(象数字或词句)
来阻止不好的事情发生。",
549,3,1,44,我顾虑别人对我怎么想。,
550,3,1,1,"我怕在拥挤的地方 
(象商场 , 电影院 , 公共汽车 , 游乐场) 。",
551,3,1,28,"很突然的 , 无缘无故我会觉得害怕。",
552,3,1,38,我担心将要发生的事情。,
553,3,1,27,无缘无故我突然变得昏晕。,
554,3,1,31,我思考关于死亡的事情。,
555,3,1,3,我怕在同学面前发言。,
556,3,1,22,无缘无故我心跳会突然加速。,
557,3,1,9,我感觉不想动。,
558,3,1,47,我担心我会突然无 缘无故地感觉恐慌。,
559,3,1,19,"我必须重复做某些动作 
(象洗手 , 清洁 , 或把东西放整齐) 。",
560,3,1,2,我担心我会在别人面前出丑。,
561,3,1,18,"我必须用特定的方式做一些特定的事 ,
来阻止不好的事情发生。",
562,3,1,40,"晚上睡觉时 , 我焦虑不安。",
563,3,1,25,"如果我在外面过夜的话 , 我会害怕。",
564,3,1,11,我感觉坐立不安。,
565,4,1,37,Jeg bekymrer mig om ting,
566,4,1,12,Jeg føler mig trist eller tom,
567,4,1,35,"Når jeg har et problem, får jeg en sjov følelse i min mave",
568,4,1,45,"Jeg er bekymret, når jeg synes, jeg har præsteret dårligt",
569,4,1,7,Jeg ville være bange for at være alene hjemme,
570,4,1,10,Intet er særlig sjovt læng,
571,4,1,26,"Jeg føler mig bange, når jeg skal tage en test",
572,4,1,14,"Jeg føler mig bekymret, når jeg tror, nogen er vred på mig",
573,4,1,8,Jeg bekymrer mig om at være væk fra mine forældre,
574,4,1,4,Jeg bliver generet af dårlige eller fjollede tanker eller billeder i mit hoved,
575,4,1,21,Jeg har svært ved at sove,
576,4,1,46,"Jeg er bekymret for, at jeg vil klare mig dårligt i forbindelse med mit skolearbejde",
577,4,1,42,"Jeg er bekymret for, at der vil ske noget forfærdeligt med nogen i familien",
578,4,1,29,"Jeg føler pludselig uden grund, at det er som om jeg ikke kan trække vejret",
579,4,1,17,Jeg har problemer med min appetit,
580,4,1,23,"Jeg skal blive ved med at tjekke, at jeg har gjort tingene rigtigt (som at kontakten er slukket, eller døren er låst)",
581,4,1,24,"Jeg føler mig bange, hvis jeg skal sove alene",
582,4,1,32,"Jeg har problemer med at komme i skole om morgenen, fordi jeg føler mig nervøs eller bange",
583,4,1,16,Jeg har ingen energi til ting,
584,4,1,41,"Jeg er bekymret for, at jeg ser tåbelig ud",
585,4,1,13,Jeg er ofte træt,
586,4,1,39,"Jeg er bekymret for, at der vil ske mig noget dårligt",
587,4,1,6,Jeg kan ikke få dårlige eller dumme tanker ud af mit hoved,
588,4,1,34,"Når jeg har et problem, banker mit hjerte virkelig hurtigt",
589,4,1,5,Jeg kan ikke tænke klart,
590,4,1,30,"Jeg begynder pludselig at ryste, eller ryster uden grund",
591,4,1,43,"Jeg er bekymret for, at der vil ske mig noget slemt",
592,4,1,33,"Når jeg har et problem, mærker jeg at min krop ryster",
593,4,1,15,Jeg føler mig værdiløs,
594,4,1,36,Jeg bekymrer mig om at lave fejl,
595,4,1,20,Jeg skal tænke bestemte tanker (som på tal eller ord) for at forhindre dårlige ting i at ske,
596,4,1,44,"Jeg bekymrer mig om, hvad andre mennesker synes om mig",
597,4,1,1,"Jeg er bange for at være på overfyldte steder (såsom shoppingcentre, biografer, busser, travle legepladser)",
598,4,1,28,Lige pludselig føler jeg mig virkelig bange uden nogen som helst grund,
599,4,1,38,"Jeg bekymrer mig om, hvad der skal ske",
600,4,1,27,"Jeg bliver pludselig svimmel eller besvimer, uden nogen grund",
601,4,1,31,Jeg tænker på døden,
602,4,1,3,"Jeg føler mig bange, hvis jeg skal tale foran min klasse",
603,4,1,22,Mit hjerte begynder pludselig at banke for hurtigt uden nogen grund,
604,4,1,9,"Jeg føler, at jeg ikke vil bevæge mig",
605,4,1,47,"Jeg er bekymret for, at jeg pludselig får en bange følelse når der er ikke noget at være bange for",
606,4,1,19,"Jeg bliver nødt til at gøre nogle ting igen og igen (som at vaske hænder, gøre rent eller sætte ting i en bestemt rækkefølge)",
607,4,1,2,"Jeg er bange for, at jeg vil gøre mig selv til grin foran andre",
608,4,1,18,"For at forhindre at dårlige ting sker, er jeg nødt til at gøre bestemte ting på den helt rigtige måde",
609,4,1,40,"Jeg er bekymret, når jeg går i seng om aftenen",
610,4,1,25,"Jeg ville føle mig bange, hvis jeg skulle være væk hjemmefra om natten",
611,4,1,11,Jeg føler mig rastløs,
612,5,1,37,Ik maak me zorgen over dingen,
613,5,1,12,Ik voel me verdrietig of leeg,
614,5,1,35,"Als ik een probleem heb, krijg ik een raar gevoel in mijn buik",
615,5,1,45,Ik pieker er over wanneer ik denk dat ik iets niet goed heb gedaan,
616,5,1,7,Ik zou het eng vinden om alleen thuis te zijn,
617,5,1,10,Ik vind niets meer echt leuk,
618,5,1,26,Ik voel me zenuwachtig als ik een toets of een proefwerk moet maken,
619,5,1,14,Ik zit er over in wanneer ik denk dat iemand boos op me is,
620,5,1,8,Ik maak me zorgen over niet in de buurt van mijn ouders zijn,
621,5,1,4,Ik heb last van slechte of rare gedachten of beelden in mijn hoofd,
622,5,1,21,Ik heb problemen met slapen,
623,5,1,46,Ik maak me zorgen dat ik mijn werk op school slecht zal doen,
624,5,1,42,Ik maak me zorgen dat er iets ergs gaat gebeuren met iemand uit mijn gezin,
625,5,1,29,"Ik heb plotseling het gevoel alsof ik geen adem kan krijgen, terwijl er geen reden voor is",
626,5,1,17,Ik heb geen zin in eten,
627,5,1,23,"Ik moet steeds controleren of ik dingen goed heb gedaan (bijvoorbeeld of het licht uit is, of de deur op slot is)",
628,5,1,24,Ik ben bang als ik alleen moet slapen,
629,5,1,32,Ik vind het moeilijk om ’s ochtends naar school te gaan omdat ik me zenuwachtig of bang voel,
630,5,1,16,Ik heb geen energie om dingen te doen,
631,5,1,41,Ik maak me zorgen dat ik misschien stom lijk,
632,5,1,13,Ik ben erg moe,
633,5,1,39,Ik maak me zorgen dat er erge dingen met me gaan gebeuren,
634,5,1,6,Ik kan slechte of rare gedachten moeilijk uit mijn hoofd krijgen,
635,5,1,34,"Als ik een probleem heb, slaat mijn hart heel snel",
636,5,1,5,Ik kan niet helder nadenken ,
637,5,1,30,"Ik begin plotseling te beven of te trillen, terwijl daar geen reden voor is",
638,5,1,43,Ik maak me zorgen dat me iets ergs gaat overkomen,
639,5,1,33,"Als ik een probleem heb, voel ik me trillerig",
640,5,1,15,Ik heb het gevoel dat ik niets waard ben,
641,5,1,36,Ik maak me zorgen dat ik fouten maak,
642,5,1,20,Ik moet bepaalde gedachten denken (zoals getallen of woorden) om te zorgen dat er geen nare dingen gebeuren,
643,5,1,44,Ik pieker over wat andere mensen van me denken,
644,5,1,1,"Ik ben bang om op plaatsen te zijn waar veel mensen zijn, zoals een winkelcentrum, de bioscoop, bussen of drukke speeltuinen",
645,5,1,28,"Plotseling voel ik me heel bang, terwijl er geen reden voor is",
646,5,1,38,Ik maak me zorgen over wat er zal gaan gebeuren,
647,5,1,27,Ik word plotseling duizelig of slap terwijl er geen reden voor is,
648,5,1,31,Ik denk aan de dood,
649,5,1,3,Ik ben bang als ik voor de klas iets moet zegg,
650,5,1,22,Mijn hart begint plotseling te snel te kloppen terwijl daar geen reden voor is,
651,5,1,9,Ik heb een gevoel alsof ik niet wil bewegen,
652,5,1,47,Ik pieker dat ik plotseling bang zal worden terwijl er niets is om bang voor te zijn ,
653,5,1,19,"Ik moet sommige dingen steeds opnieuw doen (zoals handen wassen, dingen schoonmaken of op een bepaalde manier neerleggen)",
654,5,1,2,Ik ben bang dat ik mezelf voor gek zal zetten tegenover andere mensen,
655,5,1,18,Ik moet sommige dingen precies op de goede manier doen om er voor te zorgen dat er geen nare dingen gebeuren ,
656,5,1,40,Ik lig ’s avonds in bed te piekeren,
657,5,1,25,Ik zou bang zijn als ik een nacht van huis moest zijn ,
658,5,1,11,Ik voel me onrustig,
659,6,1,37,Ma muretsen asjade pärast,
660,6,1,12,Ma tunnen end kurva või tühjana,
661,6,1,35,"Kui mul on probleem, siis on mul kõhus imelik tunne ",
662,6,1,45,"Ma muretsen, kui mõtlen, et olen midagi kehvasti teinud",
663,6,1,7,"Ma tunneksin hirmu, kui peaksin üksi kodus  olema",
664,6,1,10,Miski pole enam eriti lõbus,
665,6,1,26,"Ma tunnen hirmu, kui pean tegema kontrolltööd",
666,6,1,14,"Ma muretsen, kui mulle tundub, et keegi on mu peale vihane",
667,6,1,8,Ma muretsen oma vanemast eemal oleku pärast,
668,6,1,4,Mind häirivad halvad või rumalad mõtted või kujutluspildid,
669,6,1,21,Mul on probleeme unega,
670,6,1,46,"Ma muretsen, et mul võib koolitööga halvasti minna",
671,6,1,42,"Ma muretsen, et kellegagi minu perest võib midagi kohutavat juhtuda",
672,6,1,29,"Ma tunnen äkki, et ei saa hingata, ehkki selleks pole mingit põhjust",
673,6,1,17,Mul on probleeme söögiisuga,
674,6,1,23,"Ma pean pidevalt kontrollima, et tegin asju õigesti (nt tule kustutamine või ukse lukustamine)",
675,6,1,24,"Ma tunnen hirmu, kui pean üksi magama",
676,6,1,32,"Mul on raske hommikuti kooli minna, sest ma olen närvis või kardan",
677,6,1,16,Mul ei jätku energiat asjade tegemiseks,
678,6,1,41,"Ma muretsen, et võin teistele rumal paista",
679,6,1,13,Ma olen kogu aeg väsinud,
680,6,1,39,"Ma muretsen, et minuga juhtub halbu asju",
681,6,1,6,Ma ei saa kuidagi halbu ja rumalaid mõtteid peast välja,
682,6,1,34,"Kui mul on probleem, lööb mu süda väga kiiresti",
683,6,1,5,Ma ei suuda selgelt mõelda,
684,6,1,30,"Ma hakkan ootamatult värisema või vappuma, kuigi selleks pole mingit põhjust",
685,6,1,43,"Ma muretsen, et minuga võib juhtuda midagi halba",
686,6,1,33,"Kui mul on probleem, siis tunnen, nagu väriseksin",
687,6,1,15,Ma tunnen end väärtusetuna,
688,6,1,36,Ma muretsen vigade tegemise pärast,
689,6,1,20,"Ma pean mõtlema kindlaid mõtteid (näiteks numbreid või sõnu), et ei juhtuks halbu asju",
690,6,1,44,"Muretsen selle pärast, mida teised inimesed minust mõtlevad",
691,6,1,1,"Ma kardan olla rahvarohketes kohtades (näiteks kaubanduskeskustes, kinos, bussides, mänguväljakutel)",
692,6,1,28,Ma tunnen ootamatult hirmu ilma mingi põhjuseta ,
693,6,1,38,"Ma muretsen selle pärast, mis võib juhtuda",
694,6,1,27,"Mul hakkab pea ootamatult ringi käima või tunnen nõrkust, ehkki selleks pole põhjust",
695,6,1,31,Ma mõtlen surmast,
696,6,1,3,"Ma tunnen hirmu, kui pean kogu klassi ees rääkima",
697,6,1,22,"Mu süda hakkab ootamatult, ilma põhjuseta, liiga kiiresti lööma",
698,6,1,9,"Ma tunnen, et ma ei taha end liigutada",
699,6,1,47,"Ma muretsen, et võin ootamatult tunda hirmu, kuigi tegelikult pole vaja midagi karta",
700,6,1,19,"Ma tunnen, et pean mingeid asju tegema ikka ja jälle uuesti (näiteks käsi pesema, koristama või asju teatud järjekorda sättima)",
701,6,1,2,"Ma kardan, et teen end teiste ees lolliks",
702,6,1,18,"Ma tunnen, et pean mingeid asju tegema täpselt õigel viisil, et halba ära hoida",
703,6,1,40,"Ma muretsen, kui lähen õhtul voodisse",
704,6,1,25,"Ma kardaksin, kui peaksin öösel kodust eemal olema",
705,6,1,11,Ma tunnen end rahutuna,
706,7,1,37,Olen huolissani asioista,
707,7,1,12,Minulla on surullinen tai tyhjä olo,
708,7,1,35,"Kun minulla on jokin ongelma, vatsassani tuntuu kummalliselta",
709,7,1,45,"Minua huolestuttaa, kun ajattelen, että olen suoriutunut jossain asiassa huonosti",
710,7,1,7,Minua pelottaisi olla yksin kotona,
711,7,1,10,Mikään ei ole enää kovin hauskaa,
712,7,1,26,"Minua pelottaa, kun täytyy mennä kokeeseen",
713,7,1,14,"Minua huolestuttaa, kun ajattelen, että joku on minulle vihainen",
714,7,1,8,Minua huolestuttaa olla poissa vanhempieni luota,
715,7,1,4,Mielessäni olevat pahat tai typerät ajatukset tai kuvat häiritsevät minua,
716,7,1,21,Minulla on nukkumisvaikeuksia,
717,7,1,46,"Olen huolissani, että pärjään huonosti koulussa",
718,7,1,42,"Olen huolissani, että jotain kamalaa tapahtuu jollekin perheenjäsenelleni",
719,7,1,29,"Minusta tuntuu yhtäkkiä ilman syytä, etten saa henkeä",
720,7,1,17,Ruokahalussani on ongelmia,
721,7,1,23,"Minun täytyy jatkuvasti tarkistaa, että olen tehnyt asiat oikein (esim. sammuttanut valot tai lukinnut oven)",
722,7,1,24,"Minua pelottaa, jos joudun nukkumaan yksin",
723,7,1,32,"Minun on vaikea mennä kouluun aamuisin, koska minua hermostuttaa tai pelottaa",
724,7,1,16,Minulla ei ole energiaa asioiden tekemiseen,
725,7,1,41,"Minua huolestuttaa, että vaikutan typerältä",
726,7,1,13,Olen todella väsynyt,
727,7,1,39,"Olen huolissani, että minulle tapahtuu pahoja asioita",
728,7,1,6,En saa pahoja tai typeriä ajatuksia pois päästäni,
729,7,1,34,"Kun minulla on jokin ongelma, sydämeni lyö todella nopeasti",
730,7,1,5,En pysty ajattelemaan selkeästi,
731,7,1,30,Alan yhtäkkiä ilman syytä vapista tai täristä,
732,7,1,43,Olen huolissani että jotain pahaa tapahtuu minulle,
733,7,1,33,"Kun minulla on jokin ongelma, tunnen oloni täriseväksi",
734,7,1,15,Minusta tuntuu arvottomalta,
735,7,1,36,"Minua huolestuttaa, että teen virheitä",
736,7,1,20,"Minun täytyy ajatella erityisiä ajatuksia (esim. numeroita tai sanoja), ettei pahoja asioita tapahtuisi",
737,7,1,44,"Minua huolestuttaa, mitä muut ihmiset ajattelevat minusta",
738,7,1,1,"Minua pelottaa paikoissa, joissa on paljon ihmisiä (esim. ostoskeskukset, elokuvateatterit, bussit, vilkkaat leikkipuistot)",
739,7,1,28,Olen yhtäkkiä todella peloissani ilman mitään syytä,
740,7,1,38,"Minua huolestuttaa, mitä tulee tapahtumaan",
741,7,1,27,Minua huimaa tai pyörryttää yhtäkkiä ilman syytä,
742,7,1,31,Ajattelen kuolemaa,
743,7,1,3,"Minua pelottaa, jos joudun puhumaan luokan edessä",
744,7,1,22,Sydämeni alkaa yhtäkkiä lyödä liian nopeasti ilman syytä,
